"LLM_id","marginal_true_value","marginal_estimate_rf","marginal_lower_rf","marginal_upper_rf","marginal_estimate_glmm","marginal_lower_glmm","marginal_upper_glmm","marginal_error_rf","marginal_error_glmm","marginal_coverage_rf","marginal_coverage_glmm","run_id"
"LLM_a",0.748553107048411,0.73125,0.641378797879581,0.821121202120419,0.73375195019981,0.652517667449339,0.801764766085701,-0.0173031070484113,-0.0148011568486015,TRUE,TRUE,0
"LLM_b",0.506877408169855,0.475,0.375334799111129,0.574665200888871,0.476062712243813,0.385037988248949,0.568706018887478,-0.0318774081698548,-0.0308146959260419,TRUE,TRUE,0
"LLM_c",0.685896551118465,0.659375,0.571143133760466,0.747606866239534,0.661607336386544,0.572546196946946,0.740521988646733,-0.0265215511184649,-0.024289214731921,TRUE,TRUE,0
"LLM_d",0.784963710937812,0.765625,0.688176913393152,0.843073086606848,0.768059345259754,0.683752545490366,0.835304750968172,-0.0193387109378125,-0.0169043656780588,TRUE,TRUE,0
"LLM_a",0.73898830859028,0.703125,0.616439331611868,0.789810668388132,0.705891584170039,0.61389601095343,0.783691121767827,-0.0358633085902799,-0.0330967244202413,TRUE,TRUE,1
"LLM_b",0.716484577450883,0.69375,0.610802636430821,0.776697363569179,0.696651824989849,0.602270079562535,0.776932009779281,-0.0227345774508828,-0.0198327524610337,TRUE,TRUE,1
"LLM_c",0.505461676198015,0.475,0.364419984079658,0.585580015920341,0.477627998851371,0.380433828470573,0.576546347775235,-0.030461676198015,-0.0278336773466437,TRUE,TRUE,1
"LLM_d",0.758501388360208,0.71875,0.626094916371287,0.811405083628713,0.721253805448018,0.630725280521286,0.796741110926302,-0.0397513883602076,-0.0372475829121892,TRUE,TRUE,1
"LLM_a",0.729564426790804,0.715625,0.638814466368198,0.792435533631802,0.719617534305678,0.641273680145999,0.786546684264044,-0.0139394267908042,-0.00994689248512637,TRUE,TRUE,2
"LLM_b",0.81711266582285,0.85,0.788466272443526,0.911533727556474,0.850716947208909,0.781934907447141,0.900562714556659,0.03288733417715,0.0336042813860594,TRUE,TRUE,2
"LLM_c",0.693760989923953,0.728125,0.652443106505929,0.803806893494071,0.731992542981308,0.649788620245653,0.800815786350734,0.0343640100760472,0.0382315530573548,TRUE,TRUE,2
"LLM_d",0.852501748217097,0.84375,0.776763960946373,0.910736039053627,0.844664874094605,0.774917778147149,0.895707920970789,-0.00875174821709745,-0.00783687412249223,TRUE,TRUE,2
"LLM_a",0.563056071308681,0.56875,0.474255647416619,0.663244352583381,0.557134701032664,0.466213117608819,0.644382452178242,0.00569392869131868,-0.00592137027601702,TRUE,TRUE,3
"LLM_b",0.85254878192609,0.85625,0.785805140009967,0.926694859990033,0.857174245076493,0.778672299063424,0.911014532479587,0.00370121807390966,0.00462546315040246,TRUE,TRUE,3
"LLM_c",0.85486503632001,0.85,0.780935681791606,0.919064318208394,0.850475933497914,0.773525206547827,0.904508365250112,-0.0048650363200099,-0.00438910282209548,TRUE,TRUE,3
"LLM_d",0.653973588125971,0.6375,0.540080360922189,0.734919639077811,0.626529677391332,0.527527421021797,0.715956916453499,-0.0164735881259713,-0.0274439107346397,TRUE,TRUE,3
"LLM_a",0.601646527777597,0.615625,0.516294428432435,0.714955571567565,0.635940490135547,0.541587674830333,0.720881708516527,0.0139784722224026,0.0342939623579496,TRUE,TRUE,4
"LLM_b",0.77578212441187,0.76875,0.691639957063873,0.845860042936127,0.772957243225025,0.683590195805816,0.842884716671137,-0.00703212441186984,-0.0028248811868451,TRUE,TRUE,4
"LLM_c",0.636358610521879,0.65625,0.558851395066681,0.753648604933319,0.672951977069671,0.578332273722414,0.755322345336842,0.0198913894781205,0.0365933665477912,TRUE,TRUE,4
"LLM_d",0.775574954105469,0.815625,0.746686881005932,0.884563118994068,0.814416922517353,0.726218615528583,0.878938728933015,0.0400500458945315,0.0388419684118844,TRUE,TRUE,4
"LLM_a",0.707468696924042,0.70625,0.617757272248392,0.794742727751608,0.711431331625656,0.636068482887447,0.776667584230268,-0.00121869692404208,0.0039626347016134,TRUE,TRUE,5
"LLM_b",0.733716837685812,0.75,0.678144087100443,0.821855912899557,0.754449968718016,0.671674687092872,0.821890301530409,0.0162831623141884,0.0207331310322046,TRUE,TRUE,5
"LLM_c",0.848184368301406,0.896875,0.854521401422499,0.939228598577501,0.896340218110703,0.839553144412283,0.934594394730185,0.0486906316985944,0.048155849809297,FALSE,TRUE,5
"LLM_d",0.544802697829363,0.609375,0.51348695333881,0.70526304666119,0.614987267503084,0.524853797778526,0.697865292838445,0.0645723021706373,0.0701845696737214,TRUE,TRUE,5
"LLM_a",0.709020503901863,0.66875,0.589027090927223,0.748472909072777,0.665289666219075,0.593981484615742,0.729771725590279,-0.0402705039018629,-0.0437308376827877,TRUE,TRUE,6
"LLM_b",0.721277469297405,0.69375,0.61857743455999,0.76892256544001,0.690120203388597,0.607581083990028,0.76209629646088,-0.0275274692974051,-0.0311572659088083,TRUE,TRUE,6
"LLM_c",0.698673726875256,0.734375,0.662983947350884,0.805766052649116,0.730686455814939,0.653171911167797,0.796280129312846,0.0357012731247438,0.0320127289396828,TRUE,TRUE,6
"LLM_d",0.456484700444073,0.446875,0.368011261728562,0.525738738271438,0.447031383854742,0.367145343054301,0.529749343720948,-0.00960970044407305,-0.00945331658933085,TRUE,TRUE,6
"LLM_a",0.611976281525224,0.56875,0.466748023038539,0.67075197696146,0.574987236125799,0.489084248162951,0.65658831398375,-0.043226281525224,-0.0369890453994246,TRUE,TRUE,7
"LLM_b",0.377766897186537,0.334375,0.241438398385274,0.427311601614726,0.338296321981494,0.259665359972609,0.42700465051138,-0.0433918971865368,-0.0394705752050428,TRUE,TRUE,7
"LLM_c",0.560491902981567,0.521875,0.424839951756684,0.618910048243316,0.528181440573236,0.436583845094206,0.617919956457204,-0.0386169029815674,-0.032310462408331,TRUE,TRUE,7
"LLM_d",0.728905734747679,0.709375,0.625232058620956,0.793517941379044,0.71385605569646,0.628595719886284,0.786200899296553,-0.0195307347476785,-0.015049679051218,TRUE,TRUE,7
"LLM_a",0.814798594498023,0.821875,0.755418685230672,0.888331314769328,0.823788211353797,0.758457331644253,0.87437557548026,0.00707640550197652,0.00898961685577326,TRUE,TRUE,8
"LLM_b",0.419140280041457,0.4,0.314978937279753,0.485021062720247,0.399873902707754,0.31639868522759,0.489599178526508,-0.0191402800414575,-0.0192663773337033,TRUE,TRUE,8
"LLM_c",0.686440297634802,0.678125,0.587194219946045,0.769055780053955,0.681275800851719,0.597102043372258,0.755077291622878,-0.00831529763480177,-0.00516449678308228,TRUE,TRUE,8
"LLM_d",0.690634527099198,0.690625,0.601929910383979,0.779320089616022,0.693796149812926,0.608230654071432,0.767807689356728,-9.52709919810335e-06,0.00316162271372755,TRUE,TRUE,8
"LLM_a",0.746614195779946,0.696875,0.610568338945416,0.783181661054584,0.705735811430619,0.617367921954801,0.780936934503114,-0.049739195779946,-0.0408783843493268,TRUE,TRUE,9
"LLM_b",0.738602181977688,0.70625,0.616378797879581,0.796121202120419,0.714935235994218,0.625582719185537,0.7901182696578,-0.0323521819776882,-0.0236669459834703,TRUE,TRUE,9
"LLM_c",0.646065404558138,0.640625,0.540964938744522,0.740285061255478,0.649741119863633,0.558180813306735,0.73145568800976,-0.00544040455813832,0.00367571530549449,TRUE,TRUE,9
"LLM_d",0.842017054089126,0.825,0.757983380694128,0.892016619305872,0.828878491942667,0.747902673011362,0.887748019207453,-0.0170170540891256,-0.0131385621464584,TRUE,TRUE,9
"LLM_a",0.440487790389146,0.4875,0.38841209515999,0.58658790484001,0.485798021554008,0.404315552627548,0.568042499811324,0.0470122096108542,0.0453102311648621,TRUE,TRUE,10
"LLM_b",0.741971281758735,0.7875,0.712191276930867,0.862808723069133,0.788838461715686,0.709362921760553,0.85114177059426,0.0455287182412649,0.0468671799569511,TRUE,TRUE,10
"LLM_c",0.612551560571739,0.659375,0.585279962599462,0.733470037400539,0.659263225157485,0.570736460073604,0.737916735397538,0.0468234394282613,0.0467116645857464,TRUE,TRUE,10
"LLM_d",0.893785751450624,0.915625,0.867390718884765,0.963859281115235,0.916558892423355,0.865032950310751,0.949560926402096,0.0218392485493765,0.0227731409727314,TRUE,TRUE,10
"LLM_a",0.884530666927343,0.903125,0.8548058366702,0.9514441633298,0.903775438411045,0.850724120079599,0.939317648495098,0.0185943330726572,0.0192447714837023,TRUE,TRUE,11
"LLM_b",0.774452981074799,0.78125,0.716757344444797,0.845742655555203,0.780707376434863,0.702786545865462,0.842769966969471,0.00679701892520146,0.00625439536006478,TRUE,TRUE,11
"LLM_c",0.748807420500085,0.765625,0.694810272037056,0.836439727962944,0.764937977066337,0.687824608698563,0.827772488675268,0.0168175794999148,0.0161305565662516,TRUE,TRUE,11
"LLM_d",0.591825069403542,0.615625,0.52402073255549,0.70722926744451,0.614152780350546,0.528864949436821,0.692964661721077,0.0237999305964578,0.022327710947004,TRUE,TRUE,11
"LLM_a",0.386052493048565,0.428125,0.338100040364048,0.518149959635952,0.431822253101724,0.348826089379808,0.518831777728299,0.0420725069514348,0.0457697600531583,TRUE,TRUE,12
"LLM_b",0.749594728979751,0.790625,0.727003960915068,0.854246039084932,0.791199276849486,0.716378546277104,0.85040369555416,0.0410302710202493,0.0416045478697354,TRUE,TRUE,12
"LLM_c",0.714066162125197,0.753125,0.670406440120994,0.835843559879006,0.754442430129711,0.672033711796607,0.821639862324252,0.0390588378748031,0.0403762680045139,TRUE,TRUE,12
"LLM_d",0.612479327876882,0.63125,0.54732039540875,0.71517960459125,0.634657035063291,0.544388339574878,0.716359468530766,0.0187706721231176,0.0221777071864084,TRUE,TRUE,12
"LLM_a",0.784109721988011,0.73125,0.654139957063873,0.808360042936127,0.732462032834545,0.664750797195133,0.790801255828883,-0.052859721988011,-0.0516476891534664,TRUE,TRUE,13
"LLM_b",0.586465062053734,0.49375,0.409333560672541,0.578166439327459,0.494197753325138,0.409749267338396,0.578978618924526,-0.0927150620537345,-0.0922673087285963,FALSE,FALSE,13
"LLM_c",0.68314636237313,0.653125,0.577118927716414,0.729131072283586,0.65431963121955,0.574371989834405,0.726403511395927,-0.0300213623731304,-0.0288267311535808,TRUE,TRUE,13
"LLM_d",0.768449724775739,0.690625,0.614349831203601,0.766900168796399,0.691867036432053,0.6132559500466,0.760733576482897,-0.0778247247757385,-0.0765826883436859,FALSE,FALSE,13
"LLM_a",0.577857417906564,0.6125,0.521158923524577,0.703841076475423,0.616462409987583,0.533367161096554,0.693270099121016,0.0346425820934364,0.0386049920810194,TRUE,TRUE,14
"LLM_b",0.754856210933853,0.784375,0.721012124958748,0.847737875041252,0.786550855357169,0.708624530692497,0.848103646212413,0.0295187890661467,0.0316946444233156,TRUE,TRUE,14
"LLM_c",0.613755868908612,0.628125,0.525108649671159,0.731141350328841,0.632098107938412,0.546453202878091,0.710148710794022,0.0143691310913879,0.0183422390297996,TRUE,TRUE,14
"LLM_d",0.727286172899381,0.74375,0.662802867156733,0.824697132843267,0.746694881154712,0.663476246604301,0.815070424120219,0.0164638271006191,0.0194087082553313,TRUE,TRUE,14
"LLM_a",0.718785149398287,0.7375,0.655621686546259,0.819378313453741,0.736944422808951,0.647144087338882,0.810580284582148,0.0187148506017134,0.0181592734106641,TRUE,TRUE,15
"LLM_b",0.709450887526843,0.734375,0.636373464287984,0.832376535712016,0.733805160326504,0.641529895423561,0.809385079465641,0.0249241124731567,0.0243542727996608,TRUE,TRUE,15
"LLM_c",0.729972968124364,0.740625,0.647248511409042,0.834001488590958,0.740055065434758,0.649269251438267,0.814070724396524,0.0106520318756356,0.0100820973103931,TRUE,TRUE,15
