"LLM_id","marginal_true_value","marginal_estimate_rf","marginal_lower_rf","marginal_upper_rf","marginal_estimate_glmm","marginal_lower_glmm","marginal_upper_glmm","marginal_error_rf","marginal_error_glmm","marginal_coverage_rf","marginal_coverage_glmm","run_id"
"LLM_a",0.897288644144324,0.896875,0.847382769018481,0.946367230981519,0.895701425737712,0.844636646040195,0.931346478127529,-0.000413644144324321,-0.0015872184066118,TRUE,TRUE,0
"LLM_b",0.656955177031578,0.6328125,0.547865272345977,0.717759727654023,0.637417455226718,0.551441422886478,0.715418685638544,-0.0241426770315778,-0.0195377218048596,TRUE,TRUE,0
"LLM_c",0.655889904270737,0.65625,0.567549135400112,0.744950864599888,0.660379840705332,0.573222311539142,0.737877208787687,0.000360095729263432,0.00448993643459494,TRUE,TRUE,0
"LLM_d",0.318318808889099,0.3375,0.24870678673939,0.42629321326061,0.342531662123678,0.262825139705221,0.432237291992806,0.0191811911109009,0.024212853234579,TRUE,TRUE,0
"LLM_a",0.859539488752087,0.8671875,0.819243476669405,0.915131523330595,0.868846983402752,0.809098656368459,0.911930744434346,0.00764801124791348,0.00930749465066505,TRUE,TRUE,1
"LLM_b",0.812705039781004,0.8359375,0.776973468907369,0.894901531092631,0.838258623435465,0.773261944993699,0.887337987388544,0.0232324602189958,0.0255535836544604,TRUE,TRUE,1
"LLM_c",0.698018392166846,0.7515625,0.672318092203038,0.830806907796962,0.754774969275879,0.676207673651995,0.819370566843796,0.053544107833154,0.0567565771090329,TRUE,TRUE,1
"LLM_d",0.615297519070302,0.6296875,0.547286913616693,0.712088086383307,0.632123988790775,0.54508100035146,0.711332441685662,0.0143899809296977,0.0168264697204731,TRUE,TRUE,1
"LLM_a",0.558793002767205,0.5234375,0.434657267465366,0.612217732534634,0.527503582654392,0.450103843250658,0.60360339667129,-0.0353555027672048,-0.0312894201128125,TRUE,TRUE,2
"LLM_b",0.592625203826985,0.54375,0.462499693313346,0.625000306686654,0.547822389780907,0.465004924512783,0.628073679325448,-0.0488752038269853,-0.0448028140460782,TRUE,TRUE,2
"LLM_c",0.364871142218919,0.3546875,0.271052887601661,0.438322112398339,0.356956791337087,0.284046214947736,0.437155187956023,-0.010183642218919,-0.00791435088183201,TRUE,TRUE,2
"LLM_d",0.770599439534362,0.746875,0.677050940369635,0.816699059630365,0.748624230014323,0.675983929101861,0.809567185838293,-0.023724439534362,-0.0219752095200393,TRUE,TRUE,2
"LLM_a",0.393767985995807,0.45625,0.365471443201959,0.547028556798041,0.454244054815481,0.375325121626288,0.535531044424682,0.062482014004193,0.0604760688196737,TRUE,TRUE,3
"LLM_b",0.718714649768996,0.753125,0.685841396349021,0.820408603650979,0.752134698608633,0.681023853574737,0.811774049196601,0.0344103502310038,0.0334200488396363,TRUE,TRUE,3
"LLM_c",0.6584133916694,0.69375,0.61537490953032,0.77212509046968,0.692224109646127,0.61490891786886,0.760073309993031,0.0353366083305997,0.0338107179767267,TRUE,TRUE,3
"LLM_d",0.469341261393173,0.528125,0.438510646653228,0.617739353346772,0.525990668194306,0.442455356151144,0.60809601963146,0.0587837386068275,0.0566494068011332,TRUE,TRUE,3
"LLM_a",0.820910827530101,0.86875,0.8127969302725,0.9247030697275,0.868369553316312,0.816008807428366,0.907518119652475,0.0478391724698992,0.0474587257862112,TRUE,TRUE,4
"LLM_b",0.768104903049732,0.8140625,0.754959637945195,0.873165362054805,0.812935646073304,0.750352201737148,0.862700975265464,0.0459575969502682,0.0448307430235726,TRUE,TRUE,4
"LLM_c",0.559671640848415,0.603125,0.523872512716899,0.682377487283101,0.601402497450997,0.525776403182101,0.672480927950464,0.0434533591515854,0.041730856602582,TRUE,TRUE,4
"LLM_d",0.602573069622762,0.671875,0.601933662840625,0.741816337159375,0.670003508522561,0.596915779444096,0.735706560776694,0.0693019303772378,0.0674304388997984,TRUE,TRUE,4
"LLM_a",0.617433126183234,0.5828125,0.497841155882124,0.667783844117876,0.584819714900886,0.502884389149199,0.662318599615981,-0.034620626183234,-0.032613411282348,TRUE,TRUE,5
"LLM_b",0.738722499573918,0.6859375,0.60630620154579,0.76556879845421,0.687032884424622,0.603478124022218,0.759983580075129,-0.0527849995739178,-0.0516896151492955,TRUE,TRUE,5
"LLM_c",0.730216401315566,0.6734375,0.594711904002204,0.752163095997796,0.674649838978503,0.590275871881863,0.749036015168318,-0.0567789013155655,-0.0555665623370627,TRUE,TRUE,5
"LLM_d",0.759319406743426,0.6890625,0.606277398198576,0.771847601801424,0.690128339984976,0.60470276298798,0.764289030556617,-0.0702569067434264,-0.0691910667584504,TRUE,TRUE,5
"LLM_a",0.726025103980676,0.6953125,0.618204117790814,0.772420882209186,0.693631804337971,0.623839909122452,0.755548737980433,-0.0307126039806763,-0.0323932996427058,TRUE,TRUE,6
"LLM_b",0.80309544033033,0.7734375,0.701912042990956,0.844962957009044,0.773482531710245,0.706641123994834,0.828784305596604,-0.0296579403303302,-0.0296129086200848,TRUE,TRUE,6
"LLM_c",0.84606022093755,0.8046875,0.745290699569593,0.864084300430407,0.805436605697213,0.742795156753682,0.855783949100618,-0.0413727209375497,-0.0406236152403368,TRUE,TRUE,6
"LLM_d",0.45655237574431,0.3953125,0.313036334187281,0.477588665812719,0.392929848400617,0.319823703626759,0.471170906403674,-0.0612398757443101,-0.063622527343693,TRUE,TRUE,6
"LLM_a",0.513944012399675,0.4359375,0.351195539391314,0.520679460608686,0.433660790364122,0.357284401236087,0.513324113955576,-0.0780065123996753,-0.0802832220355534,TRUE,FALSE,7
"LLM_b",0.828719462606103,0.7875,0.711514148371838,0.863485851628162,0.789052013050767,0.711444031554135,0.850182558479825,-0.0412194626061028,-0.0396674495553361,TRUE,TRUE,7
"LLM_c",0.657383009091703,0.6078125,0.510836856530207,0.704788143469793,0.606450919625452,0.520423194112093,0.686347370356562,-0.0495705090917035,-0.0509320894662518,TRUE,TRUE,7
"LLM_d",0.587328281208599,0.5484375,0.465035947510697,0.631839052489303,0.546405955069175,0.459338167000664,0.630724571064209,-0.038890781208599,-0.0409223261394238,TRUE,TRUE,7
"LLM_a",0.485683961296494,0.44375,0.362802867156733,0.524697132843267,0.442601628139184,0.371934496167288,0.515671499539055,-0.0419339612964941,-0.0430823331573102,TRUE,TRUE,8
"LLM_b",0.862462578707943,0.8375,0.783219769411933,0.891780230588067,0.839132860161779,0.780662455253265,0.884325957682858,-0.0249625787079425,-0.0233297185461635,TRUE,TRUE,8
"LLM_c",0.923526415898897,0.9171875,0.88473927193585,0.94963572806415,0.917741761525677,0.877878645330339,0.945401943538195,-0.00633891589889735,-0.00578465437321996,TRUE,TRUE,8
"LLM_d",0.466250985047875,0.4265625,0.337184239772181,0.515940760227819,0.425322818944419,0.351611890003528,0.502510344291692,-0.0396884850478754,-0.0409281661034564,TRUE,TRUE,8
"LLM_a",0.681227698144867,0.675,0.588025270429851,0.761974729570149,0.680882675633923,0.601977099270515,0.750625768555566,-0.00622769814486734,-0.000345022510944593,TRUE,TRUE,9
"LLM_b",0.71337037840993,0.7078125,0.623567652867525,0.792057347132475,0.71331075603663,0.632630610557113,0.782367680781506,-0.00555787840993016,-5.96223732997059e-05,TRUE,TRUE,9
"LLM_c",0.728905554203646,0.7203125,0.644706786977467,0.795918213022533,0.725610652462316,0.647881747198382,0.791697806800558,-0.00859305420364642,-0.00329490174133007,TRUE,TRUE,9
"LLM_d",0.677522326466321,0.6578125,0.567170880149752,0.748454119850248,0.663803946769724,0.578911781590063,0.739289112094897,-0.0197098264663206,-0.0137183796965963,TRUE,TRUE,9
"LLM_a",0.655902866618812,0.646875,0.566595051418028,0.727154948581972,0.64385369897733,0.575986764037731,0.70639512166578,-0.00902786661881183,-0.0120491676414815,TRUE,TRUE,10
"LLM_b",0.874514141079424,0.8796875,0.834788961586948,0.924586038413052,0.881214587417699,0.832127637628072,0.917373422537023,0.00517335892057624,0.00670044633827516,TRUE,TRUE,10
"LLM_c",0.674682152501869,0.678125,0.601501418570109,0.754748581429891,0.675569892359467,0.603550879984354,0.740138848847883,0.00344284749813129,0.000887739857597936,TRUE,TRUE,10
"LLM_d",0.443482545779876,0.4484375,0.369012308701834,0.527862691298166,0.4452010228422,0.374344157761936,0.518357996338992,0.00495495422012421,0.00171847706232375,TRUE,TRUE,10
"LLM_a",0.607296951833201,0.7078125,0.63618685219712,0.77943814780288,0.7047301879926,0.635028500767448,0.766024959742218,0.100515548166799,0.0974332361593993,FALSE,FALSE,11
"LLM_b",0.813702639588938,0.859375,0.809634996601398,0.909115003398602,0.85859791898329,0.807141703202768,0.898059130925797,0.0456723604110618,0.0448952793943517,TRUE,TRUE,11
"LLM_c",0.595716160677019,0.64375,0.569620404956894,0.717879595043106,0.640736990308364,0.564929566457989,0.710113534870129,0.0480338393229808,0.0450208296313448,TRUE,TRUE,11
"LLM_d",0.679959707543168,0.753125,0.694115378994152,0.812134621005848,0.75038497486584,0.68002052693138,0.80960828881798,0.0731652924568316,0.0704252673226715,FALSE,FALSE,11
"LLM_a",0.894706444553456,0.9,0.848231436647576,0.951768563352424,0.90272534382006,0.864531420290707,0.931010215449547,0.0052935554465442,0.00801889926660371,TRUE,TRUE,12
"LLM_b",0.550970575726874,0.61875,0.544261955875598,0.693238044124402,0.610137889144362,0.533964496898839,0.681292113697754,0.0677794242731264,0.0591673134174885,TRUE,TRUE,12
"LLM_c",0.717966473339859,0.778125,0.721057019125647,0.835192980874353,0.774565226065268,0.711487706467975,0.827201418619974,0.0601585266601409,0.0565987527254087,FALSE,TRUE,12
"LLM_d",0.676626860528832,0.73125,0.658374803382645,0.804125196617355,0.725487054722564,0.656984928890896,0.784790178199047,0.0546231394711678,0.0488601941937316,TRUE,TRUE,12
"LLM_a",0.567028857275395,0.5828125,0.496762910225061,0.668862089774939,0.58825968675185,0.508218377536029,0.663889296282688,0.0157836427246051,0.0212308294764556,TRUE,TRUE,13
"LLM_b",0.519962392803875,0.53125,0.438927213019582,0.623572786980418,0.536302872535458,0.45302326238596,0.61760564728742,0.0112876071961254,0.0163404797315835,TRUE,TRUE,13
"LLM_c",0.84885069080319,0.8578125,0.806204974419868,0.909420025580132,0.858200714445759,0.800365627956716,0.901345940564697,0.00896180919681022,0.00935002364256876,TRUE,TRUE,13
"LLM_d",0.696091427044331,0.7015625,0.620402079848596,0.782722920151404,0.706048093990112,0.627895348487979,0.773702337953802,0.00547107295566862,0.00995666694578112,TRUE,TRUE,13
"LLM_a",0.836894019585785,0.853125,0.804890718884765,0.901359281115235,0.853347251986746,0.79820917001438,0.895393634982117,0.0162309804142153,0.0164532324009616,TRUE,TRUE,14
"LLM_b",0.740582842877318,0.740625,0.669406355055127,0.811843644944873,0.740663629866334,0.669470200585204,0.801078940987676,4.21571226818518e-05,8.07869890161461e-05,TRUE,TRUE,14
"LLM_c",0.696225208588986,0.684375,0.610835093381184,0.757914906618816,0.684363338324994,0.611070901886959,0.749505842651955,-0.0118502085889861,-0.0118618702639917,TRUE,TRUE,14
